id,Port Name,State,Port Code,Border,Date,Measure,Value
337,Calexico East,California,2507,US-Mexico Border,2018/01/01,Pedestrians,25325
338,Frontier,Washington,3020,US-Canada Border,2018/01/01,Pedestrians,3
339,Ogdensburg,New York,701,US-Canada Border,2018/01/01,Personal Vehicle Passengers,34702
340,Otay Mesa,California,2506,US-Mexico Border,2018/01/01,Train Passengers,38
341,Otay Mesa,California,2506,US-Mexico Border,2018/01/01,Personal Vehicles,689686
342,Eastport,Maine,103,US-Canada Border,2018/01/01,Personal Vehicles,8080
343,Antler,North Dakota,3413,US-Canada Border,2018/01/01,Truck Containers Full,19
344,Boundary,Washington,3015,US-Canada Border,2018/01/01,Buses,1
345,Noonan,North Dakota,3420,US-Canada Border,2018/01/01,Personal Vehicle Passengers,3093
346,Del Rio,Texas,2302,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,266796
347,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/01,Rail Containers Empty,2725
348,Boundary,Washington,3015,US-Canada Border,2018/01/01,Trucks,22
349,Danville,Washington,3012,US-Canada Border,2018/01/01,Trucks,68
350,Norton,Vermont,211,US-Canada Border,2018/01/01,Truck Containers Full,614
351,Eastport,Idaho,3302,US-Canada Border,2018/01/01,Personal Vehicles,3486
352,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/01,Pedestrians,5443
353,Beecher Falls,Vermont,206,US-Canada Border,2018/01/01,Personal Vehicle Passengers,4205
354,Maida,North Dakota,3416,US-Canada Border,2018/01/01,Truck Containers Empty,82
355,Beecher Falls,Vermont,206,US-Canada Border,2018/01/01,Personal Vehicles,2705
356,Bridgewater,Maine,127,US-Canada Border,2018/01/01,Personal Vehicle Passengers,5523
357,Norton,Vermont,211,US-Canada Border,2018/01/01,Truck Containers Empty,311
358,Turner,Montana,3306,US-Canada Border,2018/01/01,Truck Containers Full,18
359,Point Roberts,Washington,3017,US-Canada Border,2018/01/01,Pedestrians,1339
360,Maida,North Dakota,3416,US-Canada Border,2018/01/01,Trucks,127
361,Ogdensburg,New York,701,US-Canada Border,2018/01/01,Truck Containers Full,2674
362,Nogales,Arizona,2604,US-Mexico Border,2018/01/01,Trucks,34726
363,Detroit,Michigan,3801,US-Canada Border,2018/01/01,Trucks,135257
364,Norton,Vermont,211,US-Canada Border,2018/01/01,Trains,15
365,Brownsville,Texas,2301,US-Mexico Border,2018/01/01,Trains,83
366,Columbus,New Mexico,2406,US-Mexico Border,2018/01/01,Personal Vehicles,27896
367,Boundary,Washington,3015,US-Canada Border,2018/01/01,Pedestrians,1
368,Willow Creek,Montana,3325,US-Canada Border,2018/01/01,Personal Vehicle Passengers,465
369,Maida,North Dakota,3416,US-Canada Border,2018/01/01,Personal Vehicle Passengers,715
370,Carbury,North Dakota,3421,US-Canada Border,2018/01/01,Truck Containers Full,59
371,Cross Border Xpress,California,2582,US-Mexico Border,2018/01/01,Pedestrians,121102
372,Blaine,Washington,3004,US-Canada Border,2018/01/01,Truck Containers Full,22743
373,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/01,Train Passengers,60
374,Calexico East,California,2507,US-Mexico Border,2018/01/01,Rail Containers Full,31
375,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/01,Truck Containers Empty,298
376,Baudette,Minnesota,3424,US-Canada Border,2018/01/01,Truck Containers Full,14
377,Sumas,Washington,3009,US-Canada Border,2018/01/01,Rail Containers Empty,300
378,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/01,Truck Containers Full,2432
379,Roosville,Montana,3318,US-Canada Border,2018/01/01,Trucks,837
380,Roosville,Montana,3318,US-Canada Border,2018/01/01,Bus Passengers,72
381,Baudette,Minnesota,3424,US-Canada Border,2018/01/01,Personal Vehicle Passengers,20243
382,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/01,Personal Vehicle Passengers,915
383,Calais,Maine,115,US-Canada Border,2018/01/01,Rail Containers Full,62
384,Fort Kent,Maine,110,US-Canada Border,2018/01/01,Truck Containers Full,195
385,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/01,Bus Passengers,515
386,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/01,Truck Containers Empty,2600
387,Northgate,North Dakota,3406,US-Canada Border,2018/01/01,Trains,18
388,Lukeville,Arizona,2602,US-Mexico Border,2018/01/01,Personal Vehicles,26277
389,Ferry,Washington,3013,US-Canada Border,2018/01/01,Personal Vehicle Passengers,804
390,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,111718
391,Port Huron,Michigan,3802,US-Canada Border,2018/01/01,Bus Passengers,3168
392,Del Rio,Texas,2302,US-Mexico Border,2018/01/01,Personal Vehicles,132704
393,Sweetgrass,Montana,3310,US-Canada Border,2018/01/01,Trains,23
394,Warroad,Minnesota,3423,US-Canada Border,2018/01/01,Bus Passengers,228
395,Sherwood,North Dakota,3414,US-Canada Border,2018/01/01,Personal Vehicles,1061
396,Willow Creek,Montana,3325,US-Canada Border,2018/01/01,Personal Vehicles,225
397,Port Huron,Michigan,3802,US-Canada Border,2018/01/01,Truck Containers Empty,15124
398,Andrade,California,2502,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,99124
399,Beecher Falls,Vermont,206,US-Canada Border,2018/01/01,Trucks,928
400,Porthill,Idaho,3308,US-Canada Border,2018/01/01,Personal Vehicles,8524
401,Van Buren,Maine,108,US-Canada Border,2018/01/01,Trucks,1446
402,Warroad,Minnesota,3423,US-Canada Border,2018/01/01,Buses,42
403,Naco,Arizona,2603,US-Mexico Border,2018/01/01,Pedestrians,12584
404,Progreso,Texas,2309,US-Mexico Border,2018/01/01,Personal Vehicles,100060
405,Metaline Falls,Washington,3025,US-Canada Border,2018/01/01,Truck Containers Empty,608
406,Portal,North Dakota,3403,US-Canada Border,2018/01/01,Truck Containers Empty,1693
407,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/01,Truck Containers Full,6832
408,Whitlash,Montana,3321,US-Canada Border,2018/01/01,Truck Containers Full,16
409,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/01,Bus Passengers,3989
410,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/01,Personal Vehicles,208146
411,Baudette,Minnesota,3424,US-Canada Border,2018/01/01,Truck Containers Empty,696
412,Brownsville,Texas,2301,US-Mexico Border,2018/01/01,Personal Vehicles,392983
413,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/01,Rail Containers Full,11193
414,Eastport,Idaho,3302,US-Canada Border,2018/01/01,Rail Containers Full,11212
415,Northgate,North Dakota,3406,US-Canada Border,2018/01/01,Rail Containers Full,727
416,Laredo,Texas,2304,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,932755
417,Port Huron,Michigan,3802,US-Canada Border,2018/01/01,Personal Vehicle Passengers,176875
418,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/01,Truck Containers Empty,106
419,Presidio,Texas,2403,US-Mexico Border,2018/01/01,Buses,79
420,Wildhorse,Montana,3323,US-Canada Border,2018/01/01,Personal Vehicles,532
421,Skagway,Alaska,3103,US-Canada Border,2018/01/01,Personal Vehicle Passengers,922
422,Calexico East,California,2507,US-Mexico Border,2018/01/01,Bus Passengers,8640
423,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/01,Truck Containers Empty,503
424,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/01,Bus Passengers,14714
425,Roma,Texas,2310,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,128030
426,Van Buren,Maine,108,US-Canada Border,2018/01/01,Pedestrians,46
427,Lukeville,Arizona,2602,US-Mexico Border,2018/01/01,Pedestrians,3360
428,El Paso,Texas,2402,US-Mexico Border,2018/01/01,Trucks,65315
429,Richford,Vermont,203,US-Canada Border,2018/01/01,Rail Containers Empty,37
430,Fort Kent,Maine,110,US-Canada Border,2018/01/01,Pedestrians,47
431,Piegan,Montana,3316,US-Canada Border,2018/01/01,Truck Containers Empty,21
432,Lancaster,Minnesota,3430,US-Canada Border,2018/01/01,Buses,4
433,Baudette,Minnesota,3424,US-Canada Border,2018/01/01,Personal Vehicles,11753
434,Eastport,Idaho,3302,US-Canada Border,2018/01/01,Truck Containers Empty,705
435,Brownsville,Texas,2301,US-Mexico Border,2018/01/01,Trucks,20202
436,Carbury,North Dakota,3421,US-Canada Border,2018/01/01,Truck Containers Empty,168
437,Morgan,Montana,3319,US-Canada Border,2018/01/01,Personal Vehicle Passengers,625
438,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/01,Trucks,78189
439,Portal,North Dakota,3403,US-Canada Border,2018/01/01,Personal Vehicle Passengers,7328
440,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/01,Truck Containers Empty,969
441,Sweetgrass,Montana,3310,US-Canada Border,2018/01/01,Buses,6
442,Detroit,Michigan,3801,US-Canada Border,2018/01/01,Bus Passengers,8037
443,Dunseith,North Dakota,3422,US-Canada Border,2018/01/01,Personal Vehicles,2981
444,Sweetgrass,Montana,3310,US-Canada Border,2018/01/01,Personal Vehicle Passengers,28008
445,Antler,North Dakota,3413,US-Canada Border,2018/01/01,Personal Vehicles,482
446,Morgan,Montana,3319,US-Canada Border,2018/01/01,Truck Containers Full,18
447,Hidalgo,Texas,2305,US-Mexico Border,2018/01/01,Truck Containers Full,40390
448,Richford,Vermont,203,US-Canada Border,2018/01/01,Rail Containers Full,178
449,Neche,North Dakota,3404,US-Canada Border,2018/01/01,Truck Containers Empty,519
450,Sweetgrass,Montana,3310,US-Canada Border,2018/01/01,Bus Passengers,171
451,Laurier,Washington,3016,US-Canada Border,2018/01/01,Train Passengers,28
452,Fortuna,North Dakota,3417,US-Canada Border,2018/01/01,Truck Containers Empty,46
453,Bridgewater,Maine,127,US-Canada Border,2018/01/01,Trucks,431
454,Dunseith,North Dakota,3422,US-Canada Border,2018/01/01,Bus Passengers,97
455,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/01,Personal Vehicle Passengers,81000
456,Blaine,Washington,3004,US-Canada Border,2018/01/01,Train Passengers,3715
457,Trout River,New York,715,US-Canada Border,2018/01/01,Rail Containers Empty,718
458,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,442786
459,Del Rio,Texas,2302,US-Mexico Border,2018/01/01,Pedestrians,13071
460,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/01,Buses,228
461,Jackman,Maine,104,US-Canada Border,2018/01/01,Trucks,7218
462,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/01,Pedestrians,7017
463,Jackman,Maine,104,US-Canada Border,2018/01/01,Rail Containers Empty,524
464,Del Rio,Texas,2302,US-Mexico Border,2018/01/01,Truck Containers Empty,1372
465,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/01,Bus Passengers,6462
466,Lynden,Washington,3023,US-Canada Border,2018/01/01,Trucks,3338
467,Whitlash,Montana,3321,US-Canada Border,2018/01/01,Personal Vehicle Passengers,77
468,Calais,Maine,115,US-Canada Border,2018/01/01,Train Passengers,24
469,Tecate,California,2505,US-Mexico Border,2018/01/01,Truck Containers Full,2907
470,Van Buren,Maine,108,US-Canada Border,2018/01/01,Rail Containers Full,335
471,Eastport,Idaho,3302,US-Canada Border,2018/01/01,Bus Passengers,208
472,Presidio,Texas,2403,US-Mexico Border,2018/01/01,Pedestrians,16222
473,Warroad,Minnesota,3423,US-Canada Border,2018/01/01,Personal Vehicle Passengers,10602
474,Northgate,North Dakota,3406,US-Canada Border,2018/01/01,Personal Vehicles,800
475,San Luis,Arizona,2608,US-Mexico Border,2018/01/01,Trucks,2989
476,Hidalgo,Texas,2305,US-Mexico Border,2018/01/01,Trucks,55090
477,Porthill,Idaho,3308,US-Canada Border,2018/01/01,Trucks,393
478,Portal,North Dakota,3403,US-Canada Border,2018/01/01,Trucks,7805
479,Eastport,Maine,103,US-Canada Border,2018/01/01,Truck Containers Empty,98
480,Douglas,Arizona,2601,US-Mexico Border,2018/01/01,Truck Containers Full,1810
481,Columbus,New Mexico,2406,US-Mexico Border,2018/01/01,Pedestrians,20038
482,Brownsville,Texas,2301,US-Mexico Border,2018/01/01,Pedestrians,213231
483,Walhalla,North Dakota,3407,US-Canada Border,2018/01/01,Personal Vehicles,2353
484,Laurier,Washington,3016,US-Canada Border,2018/01/01,Rail Containers Full,218
485,Danville,Washington,3012,US-Canada Border,2018/01/01,Truck Containers Full,4
486,Westhope,North Dakota,3419,US-Canada Border,2018/01/01,Personal Vehicle Passengers,1162
487,El Paso,Texas,2402,US-Mexico Border,2018/01/01,Trains,104
488,Blaine,Washington,3004,US-Canada Border,2018/01/01,Buses,844
489,Nogales,Arizona,2604,US-Mexico Border,2018/01/01,Train Passengers,244
490,Van Buren,Maine,108,US-Canada Border,2018/01/01,Personal Vehicles,10026
491,Columbus,New Mexico,2406,US-Mexico Border,2018/01/01,Trucks,384
492,Laredo,Texas,2304,US-Mexico Border,2018/01/01,Truck Containers Empty,53201
493,Baudette,Minnesota,3424,US-Canada Border,2018/01/01,Trucks,708
494,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/01,Truck Containers Full,688
495,Jackman,Maine,104,US-Canada Border,2018/01/01,Bus Passengers,54
496,Walhalla,North Dakota,3407,US-Canada Border,2018/01/01,Personal Vehicle Passengers,4158
497,Calais,Maine,115,US-Canada Border,2018/01/01,Rail Containers Empty,42
498,Turner,Montana,3306,US-Canada Border,2018/01/01,Personal Vehicles,703
499,Brownsville,Texas,2301,US-Mexico Border,2018/01/01,Buses,524
500,Brownsville,Texas,2301,US-Mexico Border,2018/01/01,Truck Containers Full,12119
501,Metaline Falls,Washington,3025,US-Canada Border,2018/01/01,Personal Vehicles,1979
502,Laurier,Washington,3016,US-Canada Border,2018/01/01,Personal Vehicle Passengers,4327
503,Progreso,Texas,2309,US-Mexico Border,2018/01/01,Truck Containers Empty,2237
504,Danville,Washington,3012,US-Canada Border,2018/01/01,Truck Containers Empty,64
505,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/01,Personal Vehicle Passengers,585167
506,Morgan,Montana,3319,US-Canada Border,2018/01/01,Buses,1
507,Eastport,Idaho,3302,US-Canada Border,2018/01/01,Rail Containers Empty,579
508,Piegan,Montana,3316,US-Canada Border,2018/01/01,Truck Containers Full,167
509,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/01,Trucks,8240
510,Westhope,North Dakota,3419,US-Canada Border,2018/01/01,Trucks,651
511,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/01,Trucks,114
512,Laurier,Washington,3016,US-Canada Border,2018/01/01,Trains,14
513,St. John,North Dakota,3405,US-Canada Border,2018/01/01,Truck Containers Empty,26
514,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/01,Trucks,25123
515,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/01,Truck Containers Empty,17150
516,Jackman,Maine,104,US-Canada Border,2018/01/01,Personal Vehicles,6709
517,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/01,Pedestrians,399
518,Boundary,Washington,3015,US-Canada Border,2018/01/01,Truck Containers Empty,22
519,Scobey,Montana,3309,US-Canada Border,2018/01/01,Trucks,11
520,Alexandria Bay,New York,708,US-Canada Border,2018/01/01,Truck Containers Full,14320
521,Del Bonita,Montana,3322,US-Canada Border,2018/01/01,Personal Vehicle Passengers,3017
522,Hannah,North Dakota,3408,US-Canada Border,2018/01/01,Trucks,5
523,Alcan,Alaska,3104,US-Canada Border,2018/01/01,Personal Vehicles,795
524,San Ysidro,California,2504,US-Mexico Border,2018/01/01,Personal Vehicles,1189871
525,Alexandria Bay,New York,708,US-Canada Border,2018/01/01,Personal Vehicles,29623
526,Friday Harbor,Washington,3014,US-Canada Border,2018/01/01,Personal Vehicle Passengers,124
527,Ambrose,North Dakota,3410,US-Canada Border,2018/01/01,Personal Vehicles,96
528,Pinecreek,Minnesota,3425,US-Canada Border,2018/01/01,Personal Vehicle Passengers,386
529,Morgan,Montana,3319,US-Canada Border,2018/01/01,Personal Vehicles,264
530,Sumas,Washington,3009,US-Canada Border,2018/01/01,Train Passengers,45
531,Calexico,California,2503,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,709800
532,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/01,Bus Passengers,482
533,Richford,Vermont,203,US-Canada Border,2018/01/01,Truck Containers Full,179
534,San Luis,Arizona,2608,US-Mexico Border,2018/01/01,Truck Containers Full,2242
535,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,67614
536,Laurier,Washington,3016,US-Canada Border,2018/01/01,Truck Containers Empty,502
537,Morgan,Montana,3319,US-Canada Border,2018/01/01,Truck Containers Empty,26
538,Eastport,Maine,103,US-Canada Border,2018/01/01,Truck Containers Full,51
539,Alexandria Bay,New York,708,US-Canada Border,2018/01/01,Buses,55
540,Noonan,North Dakota,3420,US-Canada Border,2018/01/01,Truck Containers Empty,125
541,Portal,North Dakota,3403,US-Canada Border,2018/01/01,Pedestrians,206
542,Alcan,Alaska,3104,US-Canada Border,2018/01/01,Trucks,460
543,Port Angeles,Washington,3007,US-Canada Border,2018/01/01,Personal Vehicle Passengers,2639
544,Laredo,Texas,2304,US-Mexico Border,2018/01/01,Pedestrians,238479
545,Sumas,Washington,3009,US-Canada Border,2018/01/01,Personal Vehicles,62407
546,Presidio,Texas,2403,US-Mexico Border,2018/01/01,Trucks,852
547,Sasabe,Arizona,2606,US-Mexico Border,2018/01/01,Pedestrians,45
548,Derby Line,Vermont,209,US-Canada Border,2018/01/01,Truck Containers Empty,904
549,San Luis,Arizona,2608,US-Mexico Border,2018/01/01,Bus Passengers,18
550,El Paso,Texas,2402,US-Mexico Border,2018/01/01,Buses,1363
551,Beecher Falls,Vermont,206,US-Canada Border,2018/01/01,Truck Containers Full,29
552,Dunseith,North Dakota,3422,US-Canada Border,2018/01/01,Truck Containers Empty,368
553,Douglas,Arizona,2601,US-Mexico Border,2018/01/01,Buses,211
554,Pembina,North Dakota,3401,US-Canada Border,2018/01/01,Buses,56
555,Douglas,Arizona,2601,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,262027
556,Port Angeles,Washington,3007,US-Canada Border,2018/01/01,Buses,3
557,Boundary,Washington,3015,US-Canada Border,2018/01/01,Trains,24
558,Madawaska,Maine,109,US-Canada Border,2018/01/01,Personal Vehicle Passengers,39396
559,Portal,North Dakota,3403,US-Canada Border,2018/01/01,Bus Passengers,305
560,St. John,North Dakota,3405,US-Canada Border,2018/01/01,Personal Vehicles,769
561,Calexico,California,2503,US-Mexico Border,2018/01/01,Pedestrians,368697
562,St. John,North Dakota,3405,US-Canada Border,2018/01/01,Personal Vehicle Passengers,1453
563,Trout River,New York,715,US-Canada Border,2018/01/01,Train Passengers,104
564,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/01,Trucks,982
565,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/01,Truck Containers Full,1185
566,Massena,New York,704,US-Canada Border,2018/01/01,Personal Vehicles,62948
567,Pinecreek,Minnesota,3425,US-Canada Border,2018/01/01,Truck Containers Empty,40
568,Calais,Maine,115,US-Canada Border,2018/01/01,Trains,12
569,Sherwood,North Dakota,3414,US-Canada Border,2018/01/01,Trucks,407
570,Tornillo-Fabens,Texas,2404,US-Mexico Border,2018/01/01,Personal Vehicle Passengers,54529
571,Otay Mesa,California,2506,US-Mexico Border,2018/01/01,Truck Containers Full,53041
572,Roosville,Montana,3318,US-Canada Border,2018/01/01,Pedestrians,1
573,Alexandria Bay,New York,708,US-Canada Border,2018/01/01,Bus Passengers,1830
574,Lancaster,Minnesota,3430,US-Canada Border,2018/01/01,Truck Containers Empty,326
575,Nogales,Arizona,2604,US-Mexico Border,2018/01/01,Truck Containers Empty,5339
